DestAddr,DestCode,DestName,Distance,Duration,OrigAddr,OrigCode,OrigName
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1530047,50965,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,739019,28459,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,879118,29539,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,844259,28858,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,828027,27672,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,789882,27191,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,467161,16553,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2419216,77761,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,373837,13094,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2387553,78462,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2460814,83129,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1612649,53079,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4041093,129762,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4051773,130429,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,997959,33179,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1502341,49694,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,810226,28045,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,795783,27228,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4237819,137949,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,806248,27763,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,508313,17640,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,4150803,133454,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4234917,137959,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4161453,134916,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1265183,41413,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,2182161,73235,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2305469,76492,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,0,0,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,778130,30323,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3706712,121268,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1030593,34162,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,62246,3002,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,701808,25241,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1139661,39043,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1123429,37857,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,818189,28596,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,603627,21131,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2673656,87561,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,844528,28584,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,1691772,53887,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2269994,73553,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1695825,57312,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4290406,138419,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4301086,139085,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1279115,43456,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1788785,60126,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,394796,14493,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,380353,13676,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4534688,148293,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,215331,8229,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,401424,14662,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,4332826,138952,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4531785,148304,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,4447897,145349,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1320839,45031,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1486381,48661,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2171109,71055,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,775051,30122,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,0,0,"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park
